CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Antiquity_months,Total_count_products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,debt,Open_To_Buy,Total_Trans_Amt,Total_AmtTrans_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154,1472,5682,3607,1.002,59,0.735,0.206
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039,1397,2642,1494,0.396,36,0.286,0.346
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516,2517,2999,1532,0.473,24,0.5,0.456
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577,689,4888,4256,0.985,70,1.121,0.124
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628,1500,7128,2902,0.688,60,0.818,0.174
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,1368,28769,3522,0.721,74,0.897,0.045
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,2154,7624,3413,0.5,66,0.692,0.22
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912,0,20912,4172,0.725,84,0.787,0
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,1049,13650,4890,0.534,64,0.561,0.071
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350,0,10350,3396,0.826,63,0.8,0
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346,0,11346,3784,0.665,67,0.457,0
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987,1345,14642,3640,0.729,56,0.867,0.084
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711,0,19711,3602,1.037,72,1,0
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,1929,6721,2878,0.777,63,1.032,0.223
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,1316,33200,3542,0.818,60,0.714,0.038
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748,1354,8394,3323,0.893,66,0.833,0.139
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454,2060,394,3777,0.804,75,0.596,0.839
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,0,34516,1632,0.464,44,0.333,0
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255,1681,2574,3453,0.65,72,0.5,0.395
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,1367,1904,2464,0.704,92,1,0.418
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,724,2756,2807,0.722,65,0.806,0.208
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306,2458,10848,3556,0.516,68,0.581,0.185
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637,0,13637,3625,0.566,73,0.659,0
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733,1028,5705,4444,0.553,72,0.565,0.153
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,1365,1363,4293,0.648,83,0.976,0.5
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,644,5606,2433,1.06,41,1.158,0.103
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653,881,2772,3297,0.846,66,0.692,0.241
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919,1368,21551,3752,0.942,71,0.919,0.06
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516,0,34516,2686,0.531,59,0.788,0
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198,1782,2416,2051,1.526,36,1,0.424
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532,0,7532,3550,0.476,68,0.619,0
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587,1704,2883,2968,0.903,65,0.806,0.371
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250,2165,10085,1995,0.641,39,0.696,0.177
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753,1899,15854,3986,0.851,64,0.73,0.107
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,2049,10486,3283,0.683,74,0.609,0.163
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,1444,2097,3410,0.664,69,0.683,0.408
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,0,14622,4632,0.959,67,0.457,0
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,2,23973,0,23973,3560,0.779,71,0.511,0
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,1310,27890,3042,1.092,73,1.028,0.045
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077,0,10077,2118,0.639,52,0.576,0
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667,1775,6892,3939,0.729,69,0.533,0.205
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871,758,12113,3060,0.778,60,1.069,0.059
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346,0,2346,3982,0.394,72,0.532,0
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919,0,9919,2058,0.496,70,0.842,0
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087,3519,0.761,70,0.591,0
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505,2517,2988,2272,0.729,42,0.448,0.457
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902,0,1902,3731,0.693,53,0.893,0
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254,2464,1790,2366,0.764,62,0.722,0.579
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854,1886,7968,3912,0.921,76,0.949,0.191
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,988,6723,2078,0.884,42,0.68,0.128
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2517,696,2666,1.275,46,1,0.783
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132,1466,1666,3612,0.689,59,0.595,0.468
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,2088,7889,3530,0.65,61,0.743,0.209
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,1,3,5659,1393,4266,1570,0.436,40,0.6,0.246
720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161,0,17161,1898,0.552,42,0.556,0
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018,1131,3887,4028,0.624,81,0.8,0.225
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474,1063,10411,3242,0.686,74,0.451,0.093
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925,1445,6480,3815,0.75,65,0.806,0.182
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793,1650,11143,2671,0.783,67,0.763,0.129
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,4,2,2,4834,0,4834,1876,0.998,35,1.059,0
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.3,4208,0.976,86,0.72,0.478
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109,2481,1.113,42,0.68,0.142
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1484,4178,1693,0.434,25,0.25,0.262
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799,0,2799,2311,0.696,43,0.654,0
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030,1315,4715,3420,0.623,81,0.841,0.218
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,1359,5420,3434,0.737,65,0.512,0.2
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248,1242,14006,4758,0.725,83,0.456,0.081
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583,0,15583,3938,0.873,69,1.091,0
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576,1754,822,2880,1.027,69,0.468,0.681
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270,1090,24180,1941,0.819,51,1.318,0.043
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717,719,7998,2067,0.556,59,0.595,0.082
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,0,1438.3,3748,0.674,64,0.829,0
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755,2301,31454,3458,0.751,71,0.651,0.068
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3,4,7282,0,7282,3364,0.74,69,0.816,0
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260,713,6547,4253,0.833,73,0.78,0.098
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952,1864,11088,3472,0.414,51,0.457,0.144
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353,1594,3759,4456,0.973,79,0.837,0.298
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741,1560,10181,2143,0.773,41,0.783,0.133
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,1656,953,3024,0.657,64,0.6,0.635
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167,0,11167,3848,0.622,74,0.762,0
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882,1420,19462,2291,0.857,40,0.6,0.068
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,1230,33286,3260,0.72,63,1.1,0.036
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071,2044,1027,4433,0.91,68,0.659,0.666
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267,0,2267,4544,0.875,84,0.75,0
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,2517,4100,3595,0.459,68,0.659,0.38
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276,0,3276,3758,0.972,61,0.694,0
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,2139,7958,3092,1.408,67,0.763,0.212
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,2517,5743,3299,1.049,64,0.73,0.305
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,874,4902,4029,0.894,72,0.636,0.151
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,3754,0.464,58,0.611,0.636
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,2002,5205,3825,0.828,70,0.707,0.278
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,238,1868,2136,0.61,40,0.905,0.113
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158,0,21158,4071,0.633,67,0.811,0
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774,3204,0.942,64,0.73,0.049
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648,2309,339,3281,1.006,63,0.853,0.872
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702,673,30029,2652,0.721,64,0.524,0.022
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,0,34516,3230,0.759,64,0.561,0
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054,0,17054,4659,0.673,72,0.6,0
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317,0,16317,1995,0.566,54,0.929,0
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,1710,2051,3240,0.627,65,0.585,0.455
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173,0,2173,4251,0.857,60,0.714,0
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,1675,14170,4037,0.514,68,0.447,0.106
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,2517,5544,1224,0.352,31,0.409,0.312
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516,0,34516,3660,0.928,59,1.107,0
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430,0,19430,3650,1.012,80,0.633,0
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127,985,18142,3323,0.966,56,0.931,0.051
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708,2517,191,2198,0.568,41,0.864,0.929
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,51,3,3,4,23566,1147,22419,4274,0.629,64,0.641,0.049
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,4,3,2,2532,2124,408,3400,0.715,76,0.727,0.839
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829,2517,7312,2927,0.59,73,1.212,0.256
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226,1689,5537,3474,0.83,67,0.763,0.234
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072,0,4072,1966,0.464,43,1.15,0
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646,1778,19868,3328,1.071,61,0.794,0.082
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,4548,1.022,69,0.917,0
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046,1994,12052,3792,0.437,77,0.604,0.142
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620,1107,24513,3503,0.971,66,0.65,0.043
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238,3029,0.817,49,0.4,0.008
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358,1225,20133,3646,0.681,77,0.75,0.057
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856,0,1856,1805,0.5,46,0.769,0
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3,0,1438.3,3204,1.041,68,0.838,0
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586,0,2586,3435,0.631,65,0.585,0
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281,1272,2009,2006,0.799,34,0.545,0.388
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115,2000,5115,3584,0.769,57,0.966,0.281
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220,848,12372,3789,0.825,72,0.565,0.064
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996,865,5131,4542,0.511,77,0.481,0.144
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080,2174,6906,2098,0.653,46,0.586,0.239
715399908,Existing Customer,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563,1465,6098,4175,0.511,67,0.718,0.194
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749,1654,7095,5054,0.695,73,0.553,0.189
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973,0,14973,4288,0.706,72,0.6,0
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,Blue,36,6,3,2,7108,600,6508,3787,0.813,68,0.619,0.084
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007,1239,21768,3395,0.713,63,0.465,0.054
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248,1020,23228,3311,1.19,84,0.75,0.042
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,2517,9100,1643,0.457,43,0.483,0.217
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428,1721,28707,4178,0.717,69,0.605,0.057
803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805,1448,5357,3463,0.836,65,0.711,0.213
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257,1113,13144,1809,0.406,23,0.278,0.078
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516,1641,0.521,35,0.591,0
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719,892,4827,3403,0.589,68,0.417,0.156
819997983,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1,0,9517,1869,7648,1453,0.821,26,0.857,0.196
807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317,0,5317,2003,0.699,29,0.318,0
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526,2303,223,3596,0.836,69,0.568,0.912
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971,0,2971,4458,1.154,63,0.615,0
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834,900,5934,4422,0.605,70,0.628,0.132
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002,1002,2000,2624,1.033,46,1,0.334
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,1380,15347,3511,0.605,73,0.622,0.083
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573,0,4573,3776,0.703,70,0.944,0
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,15410,0,15410,3368,0.638,69,0.533,0
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299,2517,782,4312,0.981,84,0.787,0.763
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453,2517,10936,1904,0.619,42,0.448,0.187
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362,1705,4657,5169,0.644,84,0.474,0.268
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679,2011,668,1723,0.466,28,0.75,0.751
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320,3259,0.865,80,0.6,0.469
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721,1037,684,2681,0.721,57,0.727,0.603
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196,1619,577,2040,0.656,65,0.711,0.737
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845,1153,1692,3730,0.836,66,0.941,0.405
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954,4895,0.5,66,0.784,0.056
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952,0,3952,2066,0.809,37,0.233,0
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518,2035,1483,4034,0.567,82,0.673,0.578
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343,1280,16063,3170,1.314,57,0.629,0.074
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498,0,3498,2512,1.109,56,0.867,0
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121,1426,7695,4112,0.666,80,0.481,0.156
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230,798,19432,4314,0.592,82,0.708,0.039
720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422,864,14558,2136,0.578,54,0.8,0.056
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132,800,8332,3809,0.62,71,0.511,0.088
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,33,4,2,0,8054,1023,7031,3374,0.75,45,0.875,0.127
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640,1444,196,1360,0.423,33,0.222,0.88
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739,0,8739,4276,0.715,69,0.769,0
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818,0,1818,2308,0.672,44,0.467,0
719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,33,3,3,3,24949,1749,23200,4092,0.626,77,0.54,0.07
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115,1136,1979,3704,0.499,70,0.458,0.365
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170,4109,0.529,71,0.614,0.051
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261,1079,6182,3723,1.312,58,1.071,0.149
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621,580,1041,1893,0.421,41,0.171,0.358
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472,2517,30955,4719,0.633,70,0.667,0.075
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512,988,10524,1842,0.569,32,1.133,0.086
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,12463,1319,11144,3996,0.655,71,0.543,0.106
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,37,5,1,4,8511,0,8511,3775,0.88,62,0.676,0
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821,1426,3395,3571,0.898,58,0.933,0.296
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480,1584,896,3438,0.874,66,0.784,0.639
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516,2517,31999,4228,0.765,83,0.596,0.073
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577,4017,0.677,80,0.6,0.235
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223,1963,5260,4127,0.852,70,0.842,0.272
719570733,Existing Customer,52,M,2,Unknown,Single,$60K - $80K,Blue,39,3,2,3,1629,978,651,3766,0.552,83,0.694,0.6
